user_id,rating,title
393,5,Star Wars (1977)
14,5,Star Wars (1977)
12,4,Star Wars (1977)
432,5,Star Wars (1977)
378,4,Star Wars (1977)
245,4,Star Wars (1977)
115,5,Star Wars (1977)
406,5,Star Wars (1977)
444,5,Star Wars (1977)
160,4,Star Wars (1977)
23,4,Star Wars (1977)
433,5,Star Wars (1977)
125,5,Star Wars (1977)
320,4,Star Wars (1977)
438,5,Star Wars (1977)
461,3,Star Wars (1977)
250,5,Star Wars (1977)
437,5,Star Wars (1977)
119,5,Star Wars (1977)
27,3,Star Wars (1977)
275,4,Star Wars (1977)
389,5,Star Wars (1977)
445,2,Star Wars (1977)
270,5,Star Wars (1977)
422,4,Star Wars (1977)
465,4,Star Wars (1977)
467,4,Star Wars (1977)
157,4,Star Wars (1977)
276,5,Star Wars (1977)
65,5,Star Wars (1977)
10,5,Star Wars (1977)
435,5,Star Wars (1977)
458,2,Star Wars (1977)
478,3,Star Wars (1977)
6,4,Star Wars (1977)
192,4,Star Wars (1977)
387,5,Star Wars (1977)
405,5,Star Wars (1977)
287,5,Star Wars (1977)
64,5,Star Wars (1977)
369,5,Star Wars (1977)
272,4,Star Wars (1977)
394,5,Star Wars (1977)
334,5,Star Wars (1977)
346,5,Star Wars (1977)
352,5,Star Wars (1977)
177,5,Star Wars (1977)
153,1,Star Wars (1977)
62,5,Star Wars (1977)
148,5,Star Wars (1977)
325,5,Star Wars (1977)
15,5,Star Wars (1977)
456,4,Star Wars (1977)
371,4,Star Wars (1977)
506,5,Star Wars (1977)
360,4,Star Wars (1977)
509,5,Star Wars (1977)
533,5,Star Wars (1977)
454,4,Star Wars (1977)
340,4,Star Wars (1977)
239,5,Star Wars (1977)
221,4,Star Wars (1977)
215,5,Star Wars (1977)
194,3,Star Wars (1977)
45,5,Star Wars (1977)
5,4,Star Wars (1977)
479,4,Star Wars (1977)
303,5,Star Wars (1977)
494,5,Star Wars (1977)
504,3,Star Wars (1977)
347,5,Star Wars (1977)
161,2,Star Wars (1977)
313,5,Star Wars (1977)
113,5,Star Wars (1977)
453,5,Star Wars (1977)
540,5,Star Wars (1977)
402,4,Star Wars (1977)
66,5,Star Wars (1977)
523,5,Star Wars (1977)
536,5,Star Wars (1977)
527,4,Star Wars (1977)
277,3,Star Wars (1977)
549,5,Star Wars (1977)
551,2,Star Wars (1977)
530,4,Star Wars (1977)
339,4,Star Wars (1977)
49,1,Star Wars (1977)
539,3,Star Wars (1977)
581,4,Star Wars (1977)
484,5,Star Wars (1977)
294,5,Star Wars (1977)
592,5,Star Wars (1977)
463,4,Star Wars (1977)
217,1,Star Wars (1977)
87,5,Star Wars (1977)
91,5,Star Wars (1977)
417,3,Star Wars (1977)
569,5,Star Wars (1977)
498,4,Star Wars (1977)
293,5,Star Wars (1977)
46,4,Star Wars (1977)
495,5,Star Wars (1977)
385,1,Star Wars (1977)
69,5,Star Wars (1977)
248,5,Star Wars (1977)
399,3,Star Wars (1977)
528,5,Star Wars (1977)
382,1,Star Wars (1977)
151,5,Star Wars (1977)
416,5,Star Wars (1977)
37,5,Star Wars (1977)
345,5,Star Wars (1977)
470,5,Star Wars (1977)
411,5,Star Wars (1977)
244,5,Star Wars (1977)
350,5,Star Wars (1977)
623,5,Star Wars (1977)
516,5,Star Wars (1977)
430,4,Star Wars (1977)
493,5,Star Wars (1977)
624,5,Star Wars (1977)
517,5,Star Wars (1977)
370,4,Star Wars (1977)
268,5,Star Wars (1977)
324,5,Star Wars (1977)
638,4,Star Wars (1977)
563,5,Star Wars (1977)
178,5,Star Wars (1977)
618,5,Star Wars (1977)
26,4,Star Wars (1977)
642,5,Star Wars (1977)
653,5,Star Wars (1977)
354,4,Star Wars (1977)
60,5,Star Wars (1977)
644,4,Star Wars (1977)
496,5,Star Wars (1977)
184,4,Star Wars (1977)
650,5,Star Wars (1977)
30,3,Star Wars (1977)
457,5,Star Wars (1977)
343,5,Star Wars (1977)
552,4,Star Wars (1977)
600,4,Star Wars (1977)
263,5,Star Wars (1977)
662,3,Star Wars (1977)
471,3,Star Wars (1977)
602,5,Star Wars (1977)
363,5,Star Wars (1977)
541,5,Star Wars (1977)
481,4,Star Wars (1977)
421,5,Star Wars (1977)
597,5,Star Wars (1977)
503,5,Star Wars (1977)
550,5,Star Wars (1977)
521,4,Star Wars (1977)
89,5,Star Wars (1977)
629,5,Star Wars (1977)
189,5,Star Wars (1977)
672,3,Star Wars (1977)
182,5,Star Wars (1977)
622,5,Star Wars (1977)
323,5,Star Wars (1977)
582,5,Star Wars (1977)
654,5,Star Wars (1977)
682,5,Star Wars (1977)
426,4,Star Wars (1977)
619,4,Star Wars (1977)
235,5,Star Wars (1977)
608,1,Star Wars (1977)
526,5,Star Wars (1977)
698,5,Star Wars (1977)
660,4,Star Wars (1977)
1,5,Star Wars (1977)
308,5,Star Wars (1977)
637,4,Star Wars (1977)
575,2,Star Wars (1977)
694,5,Star Wars (1977)
634,4,Star Wars (1977)
474,5,Star Wars (1977)
705,4,Star Wars (1977)
169,5,Star Wars (1977)
310,5,Star Wars (1977)
499,3,Star Wars (1977)
719,2,Star Wars (1977)
594,3,Star Wars (1977)
505,3,Star Wars (1977)
490,5,Star Wars (1977)
488,4,Star Wars (1977)
557,4,Star Wars (1977)
72,2,Star Wars (1977)
537,4,Star Wars (1977)
296,5,Star Wars (1977)
721,5,Star Wars (1977)
704,5,Star Wars (1977)
175,5,Star Wars (1977)
655,4,Star Wars (1977)
730,4,Star Wars (1977)
482,4,Star Wars (1977)
21,3,Star Wars (1977)
429,5,Star Wars (1977)
676,5,Star Wars (1977)
736,3,Star Wars (1977)
233,3,Star Wars (1977)
758,4,Star Wars (1977)
710,4,Star Wars (1977)
674,4,Star Wars (1977)
413,5,Star Wars (1977)
500,3,Star Wars (1977)
757,4,Star Wars (1977)
116,3,Star Wars (1977)
13,5,Star Wars (1977)
593,4,Star Wars (1977)
708,5,Star Wars (1977)
373,5,Star Wars (1977)
55,4,Star Wars (1977)
424,3,Star Wars (1977)
395,5,Star Wars (1977)
374,3,Star Wars (1977)
663,5,Star Wars (1977)
573,4,Star Wars (1977)
524,4,Star Wars (1977)
706,5,Star Wars (1977)
691,4,Star Wars (1977)
711,4,Star Wars (1977)
174,4,Star Wars (1977)
475,5,Star Wars (1977)
104,5,Star Wars (1977)
751,5,Star Wars (1977)
576,4,Star Wars (1977)
794,5,Star Wars (1977)
700,5,Star Wars (1977)
236,3,Star Wars (1977)
610,4,Star Wars (1977)
513,5,Star Wars (1977)
678,4,Star Wars (1977)
53,4,Star Wars (1977)
703,5,Star Wars (1977)
487,4,Star Wars (1977)
367,5,Star Wars (1977)
768,4,Star Wars (1977)
714,5,Star Wars (1977)
42,5,Star Wars (1977)
659,3,Star Wars (1977)
630,3,Star Wars (1977)
301,5,Star Wars (1977)
799,4,Star Wars (1977)
198,5,Star Wars (1977)
797,5,Star Wars (1977)
564,4,Star Wars (1977)
658,4,Star Wars (1977)
761,5,Star Wars (1977)
132,3,Star Wars (1977)
231,4,Star Wars (1977)
216,4,Star Wars (1977)
826,5,Star Wars (1977)
746,5,Star Wars (1977)
835,4,Star Wars (1977)
862,5,Star Wars (1977)
791,5,Star Wars (1977)
292,4,Star Wars (1977)
85,5,Star Wars (1977)
727,4,Star Wars (1977)
825,4,Star Wars (1977)
392,5,Star Wars (1977)
760,3,Star Wars (1977)
419,5,Star Wars (1977)
337,5,Star Wars (1977)
864,5,Star Wars (1977)
748,5,Star Wars (1977)
701,5,Star Wars (1977)
744,3,Star Wars (1977)
643,4,Star Wars (1977)
753,4,Star Wars (1977)
92,5,Star Wars (1977)
833,2,Star Wars (1977)
51,5,Star Wars (1977)
747,5,Star Wars (1977)
265,2,Star Wars (1977)
717,4,Star Wars (1977)
397,5,Star Wars (1977)
851,5,Star Wars (1977)
295,5,Star Wars (1977)
669,5,Star Wars (1977)
880,5,Star Wars (1977)
514,5,Star Wars (1977)
883,4,Star Wars (1977)
561,3,Star Wars (1977)
830,5,Star Wars (1977)
632,5,Star Wars (1977)
664,5,Star Wars (1977)
844,5,Star Wars (1977)
56,5,Star Wars (1977)
641,3,Star Wars (1977)
789,5,Star Wars (1977)
891,4,Star Wars (1977)
507,5,Star Wars (1977)
697,5,Star Wars (1977)
742,4,Star Wars (1977)
881,3,Star Wars (1977)
466,5,Star Wars (1977)
716,5,Star Wars (1977)
871,5,Star Wars (1977)
44,5,Star Wars (1977)
831,5,Star Wars (1977)
931,3,Star Wars (1977)
391,4,Star Wars (1977)
846,5,Star Wars (1977)
468,5,Star Wars (1977)
82,5,Star Wars (1977)
934,5,Star Wars (1977)
815,5,Star Wars (1977)
256,4,Star Wars (1977)
902,5,Star Wars (1977)
298,5,Star Wars (1977)
450,5,Star Wars (1977)
665,4,Star Wars (1977)
917,3,Star Wars (1977)
869,4,Star Wars (1977)
776,5,Star Wars (1977)
919,3,Star Wars (1977)
689,5,Star Wars (1977)
567,1,Star Wars (1977)
512,5,Star Wars (1977)
878,4,Star Wars (1977)
834,5,Star Wars (1977)
867,5,Star Wars (1977)
796,5,Star Wars (1977)
9,5,Star Wars (1977)
868,5,Star Wars (1977)
480,4,Star Wars (1977)
344,5,Star Wars (1977)
329,4,Star Wars (1977)
806,5,Star Wars (1977)
671,5,Star Wars (1977)
649,4,Star Wars (1977)
249,4,Star Wars (1977)
380,4,Star Wars (1977)
621,5,Star Wars (1977)
185,4,Star Wars (1977)
455,5,Star Wars (1977)
606,5,Star Wars (1977)
699,3,Star Wars (1977)
127,4,Star Wars (1977)
483,5,Star Wars (1977)
839,5,Star Wars (1977)
790,4,Star Wars (1977)
312,5,Star Wars (1977)
121,5,Star Wars (1977)
916,5,Star Wars (1977)
679,5,Star Wars (1977)
668,5,Star Wars (1977)
922,5,Star Wars (1977)
892,5,Star Wars (1977)
232,4,Star Wars (1977)
246,5,Star Wars (1977)
436,4,Star Wars (1977)
222,4,Star Wars (1977)
452,5,Star Wars (1977)
854,4,Star Wars (1977)
895,5,Star Wars (1977)
548,5,Star Wars (1977)
897,5,Star Wars (1977)
57,5,Star Wars (1977)
852,5,Star Wars (1977)
546,5,Star Wars (1977)
709,5,Star Wars (1977)
22,5,Star Wars (1977)
765,2,Star Wars (1977)
936,4,Star Wars (1977)
805,4,Star Wars (1977)
766,4,Star Wars (1977)
770,3,Star Wars (1977)
580,5,Star Wars (1977)
613,5,Star Wars (1977)
882,5,Star Wars (1977)
875,5,Star Wars (1977)
459,4,Star Wars (1977)
291,5,Star Wars (1977)
712,4,Star Wars (1977)
899,5,Star Wars (1977)
562,5,Star Wars (1977)
555,5,Star Wars (1977)
889,4,Star Wars (1977)
595,5,Star Wars (1977)
896,5,Star Wars (1977)
586,4,Star Wars (1977)
684,4,Star Wars (1977)
763,4,Star Wars (1977)
601,5,Star Wars (1977)
942,5,Star Wars (1977)
741,5,Star Wars (1977)
756,4,Star Wars (1977)
890,5,Star Wars (1977)
633,4,Star Wars (1977)
840,4,Star Wars (1977)
359,5,Star Wars (1977)
735,5,Star Wars (1977)
447,5,Star Wars (1977)
843,3,Star Wars (1977)
850,5,Star Wars (1977)
188,4,Star Wars (1977)
745,2,Star Wars (1977)
764,3,Star Wars (1977)
738,5,Star Wars (1977)
680,5,Star Wars (1977)
553,4,Star Wars (1977)
603,5,Star Wars (1977)
554,4,Star Wars (1977)
870,3,Star Wars (1977)
804,4,Star Wars (1977)
328,4,Star Wars (1977)
773,5,Star Wars (1977)
197,5,Star Wars (1977)
18,4,Star Wars (1977)
32,4,Star Wars (1977)
566,2,Star Wars (1977)
645,4,Star Wars (1977)
20,3,Star Wars (1977)
577,4,Star Wars (1977)
486,5,Star Wars (1977)
823,5,Star Wars (1977)
759,4,Star Wars (1977)
579,5,Star Wars (1977)
879,4,Star Wars (1977)
7,5,Star Wars (1977)
940,4,Star Wars (1977)
793,5,Star Wars (1977)
938,5,Star Wars (1977)
625,5,Star Wars (1977)
910,5,Star Wars (1977)
894,4,Star Wars (1977)
620,4,Star Wars (1977)
901,4,Star Wars (1977)
798,5,Star Wars (1977)
332,5,Star Wars (1977)
781,5,Star Wars (1977)
908,4,Star Wars (1977)
848,5,Star Wars (1977)
885,3,Star Wars (1977)
686,4,Star Wars (1977)
795,3,Star Wars (1977)
807,5,Star Wars (1977)
183,2,Star Wars (1977)
425,5,Star Wars (1977)
786,4,Star Wars (1977)
937,5,Star Wars (1977)
887,5,Star Wars (1977)
666,3,Star Wars (1977)
588,5,Star Wars (1977)
596,5,Star Wars (1977)
907,4,Star Wars (1977)
933,4,Star Wars (1977)
464,4,Star Wars (1977)
95,5,Star Wars (1977)
41,5,Star Wars (1977)
545,5,Star Wars (1977)
109,5,Star Wars (1977)
715,5,Star Wars (1977)
913,4,Star Wars (1977)
403,5,Star Wars (1977)
723,4,Star Wars (1977)
538,5,Star Wars (1977)
83,3,Star Wars (1977)
307,5,Star Wars (1977)
472,5,Star Wars (1977)
542,4,Star Wars (1977)
924,5,Star Wars (1977)
929,4,Star Wars (1977)
930,2,Star Wars (1977)
560,5,Star Wars (1977)
535,5,Star Wars (1977)
923,5,Star Wars (1977)
800,4,Star Wars (1977)
336,4,Star Wars (1977)
508,5,Star Wars (1977)
693,3,Star Wars (1977)
661,5,Star Wars (1977)
361,5,Star Wars (1977)
921,4,Star Wars (1977)
120,4,Star Wars (1977)
832,3,Star Wars (1977)
943,4,Star Wars (1977)
782,3,Star Wars (1977)
785,5,Star Wars (1977)
893,5,Star Wars (1977)
584,4,Star Wars (1977)
847,4,Star Wars (1977)
838,5,Star Wars (1977)
774,4,Star Wars (1977)
771,4,Star Wars (1977)
497,5,Star Wars (1977)
779,5,Star Wars (1977)
648,5,Star Wars (1977)
734,4,Star Wars (1977)
749,5,Star Wars (1977)
886,5,Star Wars (1977)
739,4,Star Wars (1977)
903,5,Star Wars (1977)
780,5,Star Wars (1977)
0,5,"Empire Strikes Back, The (1980)"
213,5,"Empire Strikes Back, The (1980)"
92,4,"Empire Strikes Back, The (1980)"
77,3,"Empire Strikes Back, The (1980)"
194,3,"Empire Strikes Back, The (1980)"
230,4,"Empire Strikes Back, The (1980)"
244,4,"Empire Strikes Back, The (1980)"
295,4,"Empire Strikes Back, The (1980)"
56,5,"Empire Strikes Back, The (1980)"
95,4,"Empire Strikes Back, The (1980)"
23,4,"Empire Strikes Back, The (1980)"
311,5,"Empire Strikes Back, The (1980)"
204,3,"Empire Strikes Back, The (1980)"
222,5,"Empire Strikes Back, The (1980)"
301,5,"Empire Strikes Back, The (1980)"
145,5,"Empire Strikes Back, The (1980)"
91,4,"Empire Strikes Back, The (1980)"
148,5,"Empire Strikes Back, The (1980)"
221,5,"Empire Strikes Back, The (1980)"
202,3,"Empire Strikes Back, The (1980)"
130,5,"Empire Strikes Back, The (1980)"
271,5,"Empire Strikes Back, The (1980)"
60,4,"Empire Strikes Back, The (1980)"
269,3,"Empire Strikes Back, The (1980)"
184,4,"Empire Strikes Back, The (1980)"
340,4,"Empire Strikes Back, The (1980)"
20,3,"Empire Strikes Back, The (1980)"
144,4,"Empire Strikes Back, The (1980)"
12,4,"Empire Strikes Back, The (1980)"
298,4,"Empire Strikes Back, The (1980)"
272,4,"Empire Strikes Back, The (1980)"
236,3,"Empire Strikes Back, The (1980)"
293,5,"Empire Strikes Back, The (1980)"
169,5,"Empire Strikes Back, The (1980)"
256,3,"Empire Strikes Back, The (1980)"
216,4,"Empire Strikes Back, The (1980)"
345,4,"Empire Strikes Back, The (1980)"
7,4,"Empire Strikes Back, The (1980)"
137,5,"Empire Strikes Back, The (1980)"
115,4,"Empire Strikes Back, The (1980)"
182,5,"Empire Strikes Back, The (1980)"
198,4,"Empire Strikes Back, The (1980)"
8,5,"Empire Strikes Back, The (1980)"
249,3,"Empire Strikes Back, The (1980)"
296,5,"Empire Strikes Back, The (1980)"
14,5,"Empire Strikes Back, The (1980)"
380,3,"Empire Strikes Back, The (1980)"
151,5,"Empire Strikes Back, The (1980)"
225,5,"Empire Strikes Back, The (1980)"
251,5,"Empire Strikes Back, The (1980)"
109,5,"Empire Strikes Back, The (1980)"
48,5,"Empire Strikes Back, The (1980)"
395,5,"Empire Strikes Back, The (1980)"
405,5,"Empire Strikes Back, The (1980)"
385,2,"Empire Strikes Back, The (1980)"
49,1,"Empire Strikes Back, The (1980)"
303,5,"Empire Strikes Back, The (1980)"
330,5,"Empire Strikes Back, The (1980)"
411,5,"Empire Strikes Back, The (1980)"
344,4,"Empire Strikes Back, The (1980)"
398,5,"Empire Strikes Back, The (1980)"
72,1,"Empire Strikes Back, The (1980)"
59,5,"Empire Strikes Back, The (1980)"
323,5,"Empire Strikes Back, The (1980)"
42,5,"Empire Strikes Back, The (1980)"
177,5,"Empire Strikes Back, The (1980)"
326,4,"Empire Strikes Back, The (1980)"
290,5,"Empire Strikes Back, The (1980)"
22,4,"Empire Strikes Back, The (1980)"
158,4,"Empire Strikes Back, The (1980)"
425,5,"Empire Strikes Back, The (1980)"
267,5,"Empire Strikes Back, The (1980)"
378,4,"Empire Strikes Back, The (1980)"
347,5,"Empire Strikes Back, The (1980)"
128,3,"Empire Strikes Back, The (1980)"
393,5,"Empire Strikes Back, The (1980)"
189,5,"Empire Strikes Back, The (1980)"
210,5,"Empire Strikes Back, The (1980)"
389,5,"Empire Strikes Back, The (1980)"
124,3,"Empire Strikes Back, The (1980)"
454,2,"Empire Strikes Back, The (1980)"
117,5,"Empire Strikes Back, The (1980)"
487,4,"Empire Strikes Back, The (1980)"
350,5,"Empire Strikes Back, The (1980)"
466,4,"Empire Strikes Back, The (1980)"
352,5,"Empire Strikes Back, The (1980)"
480,3,"Empire Strikes Back, The (1980)"
406,5,"Empire Strikes Back, The (1980)"
474,5,"Empire Strikes Back, The (1980)"
453,5,"Empire Strikes Back, The (1980)"
495,5,"Empire Strikes Back, The (1980)"
508,5,"Empire Strikes Back, The (1980)"
58,5,"Empire Strikes Back, The (1980)"
328,4,"Empire Strikes Back, The (1980)"
346,5,"Empire Strikes Back, The (1980)"
214,3,"Empire Strikes Back, The (1980)"
500,2,"Empire Strikes Back, The (1980)"
369,5,"Empire Strikes Back, The (1980)"
327,4,"Empire Strikes Back, The (1980)"
436,3,"Empire Strikes Back, The (1980)"
43,4,"Empire Strikes Back, The (1980)"
407,4,"Empire Strikes Back, The (1980)"
279,2,"Empire Strikes Back, The (1980)"
87,5,"Empire Strikes Back, The (1980)"
30,4,"Empire Strikes Back, The (1980)"
457,5,"Empire Strikes Back, The (1980)"
424,3,"Empire Strikes Back, The (1980)"
401,3,"Empire Strikes Back, The (1980)"
392,5,"Empire Strikes Back, The (1980)"
379,4,"Empire Strikes Back, The (1980)"
394,4,"Empire Strikes Back, The (1980)"
5,5,"Empire Strikes Back, The (1980)"
493,5,"Empire Strikes Back, The (1980)"
197,5,"Empire Strikes Back, The (1980)"
524,3,"Empire Strikes Back, The (1980)"
535,3,"Empire Strikes Back, The (1980)"
603,5,"Empire Strikes Back, The (1980)"
409,5,"Empire Strikes Back, The (1980)"
593,4,"Empire Strikes Back, The (1980)"
488,3,"Empire Strikes Back, The (1980)"
537,3,"Empire Strikes Back, The (1980)"
286,4,"Empire Strikes Back, The (1980)"
316,1,"Empire Strikes Back, The (1980)"
412,5,"Empire Strikes Back, The (1980)"
625,4,"Empire Strikes Back, The (1980)"
201,5,"Empire Strikes Back, The (1980)"
530,4,"Empire Strikes Back, The (1980)"
456,5,"Empire Strikes Back, The (1980)"
175,5,"Empire Strikes Back, The (1980)"
363,5,"Empire Strikes Back, The (1980)"
76,5,"Empire Strikes Back, The (1980)"
638,4,"Empire Strikes Back, The (1980)"
551,2,"Empire Strikes Back, The (1980)"
627,3,"Empire Strikes Back, The (1980)"
360,4,"Empire Strikes Back, The (1980)"
239,4,"Empire Strikes Back, The (1980)"
125,5,"Empire Strikes Back, The (1980)"
584,4,"Empire Strikes Back, The (1980)"
632,5,"Empire Strikes Back, The (1980)"
561,2,"Empire Strikes Back, The (1980)"
496,5,"Empire Strikes Back, The (1980)"
332,5,"Empire Strikes Back, The (1980)"
588,5,"Empire Strikes Back, The (1980)"
606,5,"Empire Strikes Back, The (1980)"
621,5,"Empire Strikes Back, The (1980)"
536,5,"Empire Strikes Back, The (1980)"
479,4,"Empire Strikes Back, The (1980)"
505,3,"Empire Strikes Back, The (1980)"
312,4,"Empire Strikes Back, The (1980)"
370,4,"Empire Strikes Back, The (1980)"
374,3,"Empire Strikes Back, The (1980)"
630,3,"Empire Strikes Back, The (1980)"
633,3,"Empire Strikes Back, The (1980)"
246,5,"Empire Strikes Back, The (1980)"
686,4,"Empire Strikes Back, The (1980)"
665,4,"Empire Strikes Back, The (1980)"
601,4,"Empire Strikes Back, The (1980)"
217,1,"Empire Strikes Back, The (1980)"
465,3,"Empire Strikes Back, The (1980)"
305,4,"Empire Strikes Back, The (1980)"
498,3,"Empire Strikes Back, The (1980)"
655,4,"Empire Strikes Back, The (1980)"
178,4,"Empire Strikes Back, The (1980)"
664,5,"Empire Strikes Back, The (1980)"
705,3,"Empire Strikes Back, The (1980)"
234,3,"Empire Strikes Back, The (1980)"
416,5,"Empire Strikes Back, The (1980)"
659,3,"Empire Strikes Back, The (1980)"
591,3,"Empire Strikes Back, The (1980)"
435,5,"Empire Strikes Back, The (1980)"
397,5,"Empire Strikes Back, The (1980)"
654,4,"Empire Strikes Back, The (1980)"
676,5,"Empire Strikes Back, The (1980)"
51,5,"Empire Strikes Back, The (1980)"
153,1,"Empire Strikes Back, The (1980)"
608,1,"Empire Strikes Back, The (1980)"
262,2,"Empire Strikes Back, The (1980)"
629,5,"Empire Strikes Back, The (1980)"
600,4,"Empire Strikes Back, The (1980)"
514,4,"Empire Strikes Back, The (1980)"
37,4,"Empire Strikes Back, The (1980)"
468,4,"Empire Strikes Back, The (1980)"
254,5,"Empire Strikes Back, The (1980)"
650,4,"Empire Strikes Back, The (1980)"
758,4,"Empire Strikes Back, The (1980)"
795,3,"Empire Strikes Back, The (1980)"
774,3,"Empire Strikes Back, The (1980)"
749,5,"Empire Strikes Back, The (1980)"
648,5,"Empire Strikes Back, The (1980)"
334,3,"Empire Strikes Back, The (1980)"
738,4,"Empire Strikes Back, The (1980)"
734,4,"Empire Strikes Back, The (1980)"
16,5,"Empire Strikes Back, The (1980)"
307,5,"Empire Strikes Back, The (1980)"
429,5,"Empire Strikes Back, The (1980)"
715,4,"Empire Strikes Back, The (1980)"
521,3,"Empire Strikes Back, The (1980)"
459,5,"Empire Strikes Back, The (1980)"
320,4,"Empire Strikes Back, The (1980)"
472,5,"Empire Strikes Back, The (1980)"
790,4,"Empire Strikes Back, The (1980)"
399,3,"Empire Strikes Back, The (1980)"
806,3,"Empire Strikes Back, The (1980)"
826,5,"Empire Strikes Back, The (1980)"
767,5,"Empire Strikes Back, The (1980)"
849,5,"Empire Strikes Back, The (1980)"
704,2,"Empire Strikes Back, The (1980)"
851,5,"Empire Strikes Back, The (1980)"
780,5,"Empire Strikes Back, The (1980)"
669,3,"Empire Strikes Back, The (1980)"
118,5,"Empire Strikes Back, The (1980)"
786,5,"Empire Strikes Back, The (1980)"
542,4,"Empire Strikes Back, The (1980)"
421,5,"Empire Strikes Back, The (1980)"
291,5,"Empire Strikes Back, The (1980)"
373,5,"Empire Strikes Back, The (1980)"
878,4,"Empire Strikes Back, The (1980)"
848,5,"Empire Strikes Back, The (1980)"
69,5,"Empire Strikes Back, The (1980)"
313,4,"Empire Strikes Back, The (1980)"
248,4,"Empire Strikes Back, The (1980)"
846,4,"Empire Strikes Back, The (1980)"
417,3,"Empire Strikes Back, The (1980)"
698,5,"Empire Strikes Back, The (1980)"
760,3,"Empire Strikes Back, The (1980)"
850,5,"Empire Strikes Back, The (1980)"
592,5,"Empire Strikes Back, The (1980)"
890,5,"Empire Strikes Back, The (1980)"
661,5,"Empire Strikes Back, The (1980)"
527,5,"Empire Strikes Back, The (1980)"
805,4,"Empire Strikes Back, The (1980)"
577,4,"Empire Strikes Back, The (1980)"
94,4,"Empire Strikes Back, The (1980)"
823,5,"Empire Strikes Back, The (1980)"
912,3,"Empire Strikes Back, The (1980)"
556,5,"Empire Strikes Back, The (1980)"
886,5,"Empire Strikes Back, The (1980)"
746,5,"Empire Strikes Back, The (1980)"
739,4,"Empire Strikes Back, The (1980)"
716,4,"Empire Strikes Back, The (1980)"
899,4,"Empire Strikes Back, The (1980)"
721,5,"Empire Strikes Back, The (1980)"
610,4,"Empire Strikes Back, The (1980)"
897,4,"Empire Strikes Back, The (1980)"
815,5,"Empire Strikes Back, The (1980)"
99,5,"Empire Strikes Back, The (1980)"
883,4,"Empire Strikes Back, The (1980)"
710,4,"Empire Strikes Back, The (1980)"
13,5,"Empire Strikes Back, The (1980)"
940,4,"Empire Strikes Back, The (1980)"
889,4,"Empire Strikes Back, The (1980)"
709,5,"Empire Strikes Back, The (1980)"
259,4,"Empire Strikes Back, The (1980)"
200,5,"Empire Strikes Back, The (1980)"
586,4,"Empire Strikes Back, The (1980)"
62,5,"Empire Strikes Back, The (1980)"
97,4,"Empire Strikes Back, The (1980)"
922,5,"Empire Strikes Back, The (1980)"
450,4,"Empire Strikes Back, The (1980)"
875,4,"Empire Strikes Back, The (1980)"
538,4,"Empire Strikes Back, The (1980)"
645,4,"Empire Strikes Back, The (1980)"
215,4,"Empire Strikes Back, The (1980)"
